name
Pōhatukura
Pōhaturoa
Poho Tārewa
Pōhuehue
Pōhuruhuru
Pōhutukawa Bay
Pōhutukawa Flat
Pōhutuwai
Pōkaikōkō
Pōkeno
Pōkino Kainga
Pōmare
Pōnui
Pōnui Nunatak
Pōrangahau
Pōrangahau Trough
Pōtaka
Potikōhua
Pouerua-hāpua
Pouerua-tāhuna
Poumāhaka
Pourākau Bay
Pourērere
Poutū
Pōwhaturoa
Pūanu Glacier
Puāri
Pūerua
Pūhā
Pūharakeke
Puhikererū
Pūhoi
Pūkākī Bank
Pūkākī Canyon
Pūkākī Rise
Pūkaroronui
Pūkaroro Rock
Pukehīnau
Puke-i-Āki-Rangi
Pukekākā
Puke-kōiwi-riki
Pūkeko Pond
Pukemānuka
Pukepōuri
Puketāpapa
Puketītī
Puketōtara
Puketūī
Puketūtū
Pukewā
Pukewīwī
Pūkio
Pūkorokio
Pūkorokoro / Miranda
Pūkorokoro / Miranda Hot Springs
Pūponga
Pūrahoitangihia
Pūrākaunui
Pūrākaunui Bay
Puramāhoi
Pūriri Bay
Pūtaki Bay
Pūtangirua Pinnacles
Putāruru
Pūtata
Pūtauaki
Pūteawhatiia
Pūtiki Bay
Pūtoetoe
Pūtoto Seamount
Pūwheke
Rāhuipōkeka
Rāhuiroa Bay
Rakaia-wai-kī
Rakaia-wai-pākihi
Rākau
Rākaukākā
Rākaumangamanga
Rākauroa
Rākauroa / Torrent Bay
Rākautara
Rakitū Canyon
Rāngaiika
Rangiātaahua
Rangiāwhiao
Rangipō
Rangiriri Pā
Rangitāne
Rangitāne Bay
Rangitāwhiri
Rangitūmau
Rangitūtahi
Rānui
Rāoa
Rāpaki Bay
Rāpatu Bay
Rārangi
Rātana
Rātōroa
Raukūmara
Raukūmara Plain
Rēinga Basin
Reretāruke
Reretewhīoi
Rip and Tear Pākihi
Rīpapa
Riu ō Te Ata Valley
Ruakākā
Ruakākā Bay
Ruakōkopu
Ruakōkoputuna
Ruakōpū Bay
Ruatōria Re-entrant
Ruatōria Scarp
Rūnanga Pā
Ship Cone/Ōtaupiri
Southern Alps/Kā Tiritiri o te Moana
Stillwater-Ngākawau Line
Tāhekeroa
Tāhoro / Union Bay
Tāhuahua
Tāhuna
Tāhunanui
Tahunapō Bay
Tāhunatōrea
Taipō Minor
Taitā
Takahē Nunatak
Tākaka
Takapō
Takapūneke
Tākapu Rock
Takapūwāhia
Take Kārara
Tākou Bay
Tāmaki
Tāmakimakaurau
Tāneatua
Tāneatua Branch
Tāngarākau
Tāngarākau Gorge
Tāpapanui
Tāpora
Tāpora Bank
Tāpui-o-te-uira
Tāpui Pā
Tara-māhitihiti
Tārere-ki-whenua-uta
Tātāhoata
Tātaiāhape
Tatapōuri
Tā-te-kākāpō
Tātuaotemaumu
Tauira Mateāwhā
Taumakī
Taumānuka
Taumataokaretū
Taumatapātītī
Taumatawhakatangihangakōauauotamateapōkaiwhenuakitānatahu
Taumatawīwī
Taunga-ā-tara
Tau-o-te-kāeaea
Taupirikūao
Taupō
Taupō Bay
Taupō Bay / West Bay
Taupō-nui-a-Tia
Taupō Swamp
Tāurekaitai
Tauwharenīkau
Tauwharepārae
Tāwhakarere Bay
Tāwhanga
Tāwharanui
Tāwharanui Peninsula
Tāwhata
Tāwhiriraupō
Tāwhirirauti
Tāwhirirourou
Te Ahi-kā-a-Rakataura
Te Ahi-Kai-Kōura-a-Tama-ki-Te-Raki
Te Ahi-pūpū-a-Ihenga
Te Aho-a-Māui
Te Ahu-a-Tūranga
Te Aka Tārewa
Te Ākau
Te Ākau South
Te Āpiti
Te Āpura
Te Ārai
Te Ara-o-Tūrongo
Te Ārero Bay
Te Atatū Peninsula
Te Atatū South
Te Au-kānapanapa
Te Awakari-a-Ngātoroirangi
Te Awa Kōkōmuka
Te Awamāeroero
Te Awa o Mokotūāraro
Te Awa-o-Tū / Thompson Sound
Te Hakapūreirei
Te Hāpara
Te Hapū
Te Hāpua
Te Hāpua Bay
Te Hapū-a-Kohe
Te Hāpua / Sutherland Sound
Te Hāpua Waikawa
Te Hīnau Bay
Te Hiwi-a-Tamakōpiri
Te Hō
Te Hōkai
Te Horohoroinga-o-ngā-ringa-o-Kahumatamomoe
Te Horokōau
Te Hororātā
Te Hue Pā
Te Ika-a-Māui
Te Ikaroa-a-Māui
Te Iringa-patu-pāraoa-o-Te-Rangitaurewa
Te Iwi-o-Pātea
Te Kahanui-a-Tikirākau
Te Kaihīnaki
Te Kāika-o-Niho
Te Kāika-o-te-kēroa
Te Kāika-o-te-takahea
Te Kākahu-o-Tamatea
Te Kāramuramu Bay
Te Kauwāroa
Te Kawa-o-Tāwhaki
Te Kawau-tūmārō-o-Toi
Te Kōhai
Te Kōhaka-o-Te-Ruru
Te Kōhanga / Shipwreck Bay
Te Kōhatu-whakairi-a-Ngātoroirangi
Te Kōkō
Te Kōpiha Bay
Te Kopi-o-Ōpihi
Te Kōpua-Kau-Tāpapa-a-Te Hoka-o-te-Rangi
Te Kōpuke
Te Kōpuru
Te Kora-o-Tū
Te Kotingaomōkaituatini
Te Koutū Wetland
Te Kōwhai
Te Kūiti
Te Kūititanga-o-te-whakaaro-o-ngā-iwi
Te Kura-a-Māia
Te Kurī
Te Kurī-a-Kōpūwai
Te Kurī-a-Paoa Seamount
Te Māhia
Te Māhia-mai-Tawhiti
Te Māipi
Te Mānuka
Te Mārua
Te Mata Hāpuka
Te Matatū
Te Matau-a-Māui
Te Māui
Te Māuiui-kōhaka-o-Te-Ruru
Te Māunu a Tū Bluff
Te Māwhai
Te Māwherataka-o-kā-kuwhā-o-Tūterakiwhānoa
Te Mimi-o-Tūterakiwhānoa
Te Moana-tāpokopoko-a-Tāwhaki
Te Mōrere Pā
Te Motu-kāika-kurī
Te Motu Tohorā
Te Motutūroro
Te Nohoaka-o-Tū
Te Ō-a-Hei
Te Ohāki
Te Ōmama
Te Onepakakē
Te Paekāi
Te Pākeka
Te Pākira
Te Pā-o-Pōtangotango
Te Papanui-o-Tū
Te Paparoa-o-Tū
Te Pātaka-o-Rākaihautū
Te Patukōura
Te Poho-o-Rakitāmau
Te Pohotārewa
Te Pōhue
Te Pōhue Bay
Te Pōhue / Camp Bay
Te Pōrere Redoubt Lower
Te Pōrere Redoubt Upper
Te Pounui-o-Peretū
Te Punawai Pā
Te Pū Taumaru
Te Pūtiki-wharanui-a-Tamatea-pōkai-whenua
Te Rā / Dagg Sound
Te Rae-o-Kōhī
Te Rae-o-Te-Kōhaka
Te Rāpaki-o-Te Rakiwhakaputa
Te Rātā Bay
Te Rereka-o-Māui
Te Rite-a-Kawharu Pā
Te Roro-o-Kurī
Te Ruatūpāpaku
Te Tāhuna o Rangataua
Te Tai Hauāuru
Te Tai Rāwhiti
Te Tai Tamatāne
Te Tapere-nui-o-Whātonga
Te Tāpiri
Te Tapuwae-o-Māui
Te Tātua-a-Riukiuta
Te Taumanu-o-Te-Waka-a-Māui
Te Taumatawhakatangihangakōauauotamateaturipūkākāpikimaungahoronukupōkaiwhenuakitanatahu
Te Teoteo Pā
Te Tī Bay
Te Toka-a-Kōraria
Te Tōwaka Bay / Burnside Bay
Te Umukurī / Wellers Rock
Te Upoko-o-Rākaitauheke
Te Upoko-o-Tahumatā
Te Upoko-o-te-kurī-a-Paoa
Te Urenui Pā
Te Waewae-Kapiti-o-Tara-rāua-ko-Rangitāne
Te Wāhipuku
Te Wāhitauā
Te Waikākahi
Te Waikoropupū Springs
Te Wai-o-Hinetū
Te Wai o Tūranga
Te Whakatakanga-o-te-ngārehu-o-te-ahi-a-Tamatea
Te Whākauae-a-Tamatea
Te Whanga-a-Te-Kōkō
Te Whāngai-a-Tamarāwaho
Te Whanganui-a-Orotū
Te Whata-a-Tamakōpiri
Te Whetūmatarau
The Bluff/Motupōhue
Tīeke
Tikotātahi Bay
Tīmāhanga
Tīmaru Redoubt
Tīnui
Tīpapakūkū
Tīrau
Tīrau Bay
Tīraumea
Tirohanga Hukapō
Tirotirowhetū
Tītahi Bay
Tītī
Tītīkōpuke
Titirākāhu
Tītoki Bay
Tohorā Pirau
Toitū
Tokangawhā / Split Apple Rock
Toka Pōtaka Rock
Tokatā
Tokatū
Tomorātā
Tongapōrutu
Tōrere
Tōtara
Tōtara Flats
Tōtara Kaimaka
Tōtaranui
Tōtara Vale
Tūhua
Tūī
Tūī Glen
Tūī Seamount
Tūmoana Bay
Tūmokonui
Tunupō
Tūparehuia
Tūpāroa
Tuparu-tūtae
Tūrakarākau
Tūrangaarere
Tūranganui
Tūranganui-a-Kiwa / Poverty Bay
Tūranganui Valley
Tūrangi
Turihauā
Tūtaepāwhati Bay
Tūtaewhakapiki
Tūtakahikura
Tūtaki
Tūtāmoe
Tūtānekai Rock
Tūtara
Tūtātarakihi
Tūteremoana
Tūwairua
Tūwata
Ūawa-nui-a-Ruamatua
Uhimānuka
Umukororā Bay
Umukurī
Umukurī Bay
Umutōī
Upper Ātiamuri
Upper Kawhātau
Upper Mangatāwhiri Reservoir
Upper Mātakitaki
Upper Tākaka
Upper Tōtara Ecological Area
Urungaparāoa
Urutī Basin
Urutī Bay
Waengapū
Waerengaokurī
Wāhingamuku
Waiau Pā
Waiāwangawanga
Waihāhā
Waihāhā Ecological Area
Waihē
Waihī
Waihīrere
Waihīrere Waterfall
Waihōpai
Waikākahi
Waikākahu Bay
Waikākaramea Bay
Waikererū Bay
Waikōtuku
Waikōwhai
Waikōwhai Bay
Waimā
Waimā Cove
Waimānu
Waimārama
Waimatā
Waimā Valley
Waimīmiha
Wainīkau Bay
Waipaekākā
Wai-pāhīhī-a-Tia
Waipārera
Waipāteke
Waipātiki
Waipōuri
Wairākau Bay
Wairākei
Wairau Pā
Wairaupō
Wairēinga / Bridal Veil Falls
Wairoa Pā
Wairua-ā-pō
Waitākere
Waitākere Bay
Waitākere Reservoir
Waitārere
Waitātā Bay
Waitātā Reach
Waitāwhiri
Waitepipī Bay
Waitetī Bay
Waitewaewae Ōtaki Forks
Waitī Bay
Waitōtara
Waitūi
Waitūī Bay
Waiwhetū
Wakatūwhenua
Wānaka
Western Bay / Ōmapu
Whāingaroa
Whaitiripapā
Whaka-āhua
Whakamārama
Whakapoāi
Whakatāne
Whakatāne Seamount
Whakatāne Sea Valleys
Whakataratara / Māori Chief
Whakatipu Waimāori
Whakatīwai
Whakatōrea
Whakatū
Whakawhitirā
Whāngaimoana
Whangākea / Pandora
Whangamatā
Whangamōmona
Whangaparāoa
Whangaparāoa Bay
Whangapē
Whangapē Bank
Whangapēkaraka
Whangarā-mai-Tawhiti
Whangārei
Whangārei Falls
Whanga-terenga-parāoa
Whangawāhia
Whangawāhia Bay
Whareātea Bay
Wharekākā
Wharekō
Wharekōpae
Wharepūhunga
Wharerātā
Wharetāewa
Whārikirauponga
Whātaitai
Whatapaka Pā
Whenua ā-kura
Whetū
Whetūkura
Whitiaka-te-rā
Wikitōria Bank
